Comments,Score,Difficulty,Attendance,Would Take Again
I had professor Rogers for Real Analysis years ago and looked him up here just to rate him.  He is hands down the BEST math teacher at SUNY Fredonia & about the only one who is a sort of a normal person.Most other math professors there are social misfits who take out their dysfunction on students.Dr Rogers is one of the best teachers I've ever had.,4.5,3.0,,
I had Dr. Rogers for advanced calculus and real analysis.  What an amazing teacher! He cares about his students and tries to make the math in these classes relevant to real life.  He just wants to make sure you know what you need to before you leave his class.,5.0,3.0,,
Rogers is one of my favorite teachers. Defiantly recommend taking ANY math class with him.,5.0,3.0,,
"I recommend taking a class from him. His 3 tests are only worth 30% while HW is worth 70%, which is good. He is willing to help most of the time. Go to the HW sessions and make sure you get him to help instead of rambling on about something stupid. He is one of the better Math teachers in the department.",2.5,3.0,,
dr. rogers cares about his students more than anyone I know...yes he's a tough grader...but an amazing teacher,5.0,3.0,,
The only way to beat this course... is if the class unite and fail together.. which often happens unintentionally,1.0,5.0,,
"Doesn't solve problems in class, but expects us to do it on the assignments and exams. You learn a lot in his class, but he makes you feel stupid about what you don't understand.",1.5,5.0,,
"Inconsiderate of most students, caters to one crowd of really smart/ass kissers, random exam, vague description of what will be on the exam, does not solve problems in class, be prepared, this course is very hard.",2.0,5.0,,
I usually hold doors open for people behind or ahead of me. Even for random people. Even for ugly people. Even for retarded people. But for Jervis I do not. I specially try to minimise how wide I open the door for myself so that it will most probably close on Jervis.,1.0,5.0,,
Worst prof by far!!! Exam had no relation to the course :(,1.0,4.0,,
"Simply awful. Assignment ""solutions"" are just answers, some of which are incorrect. Assignments are extremely time-consuming and do not aid understanding of the course material. I essentially had to learn the material on my own outside the class.",1.5,5.0,,
Please retire early.,1.0,5.0,,
Worst prof ever. Laziest mofo prof.  Says lots of bs and expects u to know everything even tho he didnt teach it in class (assuming he is able to teach).,1.0,5.0,,
"Worst prof ever. Gives no examples in class, but expects you to understand the material and apply it to very difficult and involved questions. Does not teach concepts required to solve the problems, but expects you to learn them on your own.",1.0,5.0,,
"An obnoxious man who looks, and behaves like a homeless person. He only teaches the people who think they are really smart and will kiss his A.s.s! He is not really interested in teaching. His exams do not reflect the work done in class. He does not offer any extra help. He needs to be fired!!!",1.0,3.0,,
"lazy, not interested, thinks he is a genius?!",1.0,2.0,,
Not a very nice man.  Definitely has a personal agenda.,2.0,4.0, Mandatory,
"One word - Lazy, he didn't hand back to midterm until 2 weeks before the final.  A lot of promise but most of them just talk and no action!",3.0,4.0,,
"All in all, he's a good prof.  He is very passionate about this course and gives real-life examples.  Don't be intimidated, it's not too bad.",3.5,4.0,,
"He likes this course... BUT HE IS AN ASS! He favors kids who are pompous jackasses who think life depends on marks.",2.5,4.0,,
"Hmm, very good prof, makes course very intersting but not a nice person (though tries to come off as your best friend)...",3.0,4.0,,
Just because I don't get 80% on your midterm doesn't mean that I'm too stupid for grad school!  I'll show you......,2.0,4.0,,
"Lazy ass, doesn't let you talk about your exams. Passionate about his teaching and does great interesting lectures.  However, he is unfair, and his W2003 final exam was titled W2002. . .",3.0,5.0,,
"There are few profs that care as much about the courses they teach.  He's got a personality that doesn't mesh with some engineers, but I would argue that most engineers at UW have a much personality as a bucket of dirt.",4.5,4.0,,
"This perhaps the worse professor ever to exist on the planet, he believes he is one the best crystallographers, but in fact he has done nothing in the field. Just a useless deadwood.",1.0,4.0,,
Great prof... his class was interesting and he is very humorous. Also really great to work with in the lab! He doesn't use a text book so it is very important to go to his class to get the daily notes,4.5,2.0,,
no words to describe how bad,1.0,5.0,,
He is the horrible and worst prof I have ever had.,1.0,5.0,,
Cameron was one of my favorite profs...very eccentric...knows everything and a very entertaining class from a very entertaining guy!!!,4.5,2.0,,
"Definitly knows his stuff, but really didn't present it in an understandable way. Went to him for help and he actually said that he wasn't there to teach me. He will try to explain stuff after class but essentially restates what he already said. I'll give him credit that he knows his stuff and really makes you learn it but really isn't helpful",2.5,3.0,,
